,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
prob[8288],0.9564896395,0.0025358136,0.9518060712,0.9613618716,1.72449e-05,1.21941e-05,21709.2017289658,20613.7200906792,0.9999624401
prob[8289],0.6706020233,0.0031674262,0.6648353988,0.676772785,2.09643e-05,1.48242e-05,22836.9017331095,20925.9238611737,0.9999601491
prob[8290],0.6372563282,0.0026096314,0.6323415376,0.6421280007,1.93802e-05,1.37041e-05,18129.5826822711,19906.9922067924,1.0000198297
prob[8291],0.9897892368,0.0009321701,0.9880400894,0.9915237774,6.9826e-06,4.9375e-06,17988.5171729772,19681.3354985413,1.0000210042
prob[8292],0.4497998253,0.0011341008,0.4476722284,0.4519254986,8.906e-06,6.298e-06,16216.7905168698,18121.1477557145,1.0000041136
prob[8293],0.3375126777,0.0084797518,0.3216975216,0.3535202271,6.8804e-05,4.8677e-05,15195.7534982759,17243.4183483601,1.0001423213
prob[8294],0.5958523792,0.002295793,0.591539402,0.6001274614,1.48337e-05,1.04893e-05,23978.510517421,20685.9291824892,1.000007574
prob[8295],0.9379068952,0.0032207173,0.9319844565,0.9440978098,2.12032e-05,1.49931e-05,23095.8188124591,20995.546298651,0.9999562998
prob[8296],0.1412515841,0.0054935571,0.1312292246,0.1518176169,4.4062e-05,3.11865e-05,15566.7351680126,17233.0051722783,1.000040577
prob[8297],0.6874901069,0.003332868,0.6812390028,0.693821101,2.27036e-05,1.60541e-05,21559.0628967978,20455.5850675644,0.9999504376
prob[8298],0.9796647147,0.0015526669,0.9768212829,0.9826508483,1.03349e-05,7.308e-06,22709.908628529,20913.9594867722,0.9999554619
prob[8299],0.7339588616,0.0038862573,0.7266201155,0.7412759416,2.80415e-05,1.98286e-05,19238.3035978969,20503.356102235,0.9999825591
prob[8300],0.8229446767,0.0058374977,0.8118462717,0.8336895393,3.79053e-05,2.68034e-05,23739.8656230304,20596.3361817563,1.0000505233
prob[8301],0.2108131568,0.0070621661,0.1980883879,0.224539182,5.77093e-05,4.08375e-05,14992.2902673021,17201.1627905247,1.0000855097
prob[8302],0.8286514694,0.0044366867,0.8202457122,0.8369843923,2.9892e-05,2.11371e-05,22062.0610084664,20663.3154192648,0.9999717957
prob[8303],0.9994477513,8.48977e-05,0.999284001,0.9995978188,6.43e-07,4.547e-07,17671.3988088159,19515.7769492593,1.0000153091
prob[8304],0.1224315772,0.0050285956,0.1134465879,0.1322765212,3.99439e-05,2.82744e-05,15873.7273416414,17734.7328823011,1.0000187821
prob[8305],0.743498011,0.0068731926,0.7306237127,0.7563544132,4.60759e-05,3.25831e-05,22273.4869303491,20817.9795136068,1.0000530546
prob[8306],0.5881279725,0.0091413918,0.5709498465,0.6052552593,6.77383e-05,4.7912e-05,18203.6184136279,19326.7622887365,1.0000894679
prob[8307],0.9988152933,0.0001593483,0.9985173981,0.9991097482,1.1862e-06,8.388e-07,18368.0805048537,19896.9845934441,1.0000048108
prob[8308],0.4171433832,0.0019074469,0.4136787613,0.4208110531,1.50955e-05,1.06753e-05,15966.7969577952,18026.5526503084,1.0000119677
prob[8309],0.8910089145,0.0040006946,0.8835069364,0.8985852409,2.88675e-05,2.04128e-05,19271.5722923863,20503.4171618816,0.9999799774
prob[8310],0.5734736916,0.0021428524,0.5694334207,0.577470633,1.41241e-05,9.9877e-06,23040.0671283095,20763.5732556799,1.0000360753
prob[8311],0.3756925503,0.0060125716,0.3642076951,0.3867724632,4.89191e-05,3.46018e-05,15103.5292494396,16994.4604479873,1.0001439394
prob[8312],0.5047320828,0.0010751003,0.5027303077,0.5067740308,8.1523e-06,5.7648e-06,17387.4950005555,18763.2631331116,1.0000951456
prob[8313],0.9364560947,0.0031297021,0.9303687537,0.9421708429,2.19046e-05,1.54891e-05,20457.7288233552,20542.7622753426,0.9999639029
prob[8314],0.601852237,0.0051515792,0.5919898478,0.6113609156,3.64112e-05,2.57504e-05,20021.8881966996,19620.0238933642,1.0000631621
prob[8315],0.3432495656,0.004480624,0.3350178047,0.3517926273,3.65397e-05,2.58447e-05,15041.4244650012,17183.920958492,1.0000796497
prob[8316],0.9935869408,0.0006444525,0.9923859501,0.9947909296,4.8089e-06,3.4005e-06,18174.84363479,19886.3559762455,1.0000202832
prob[8317],0.4115268492,0.0051762936,0.4015909832,0.4210329295,4.19218e-05,2.96509e-05,15249.7671660722,17425.0918140552,1.000139353
prob[8318],0.5261236231,0.0053633681,0.5161586362,0.5363229802,4.05885e-05,2.87059e-05,17455.3987091444,18643.896220819,1.0000946364
prob[8319],0.9924427256,0.0007471893,0.9910271767,0.993810211,5.6428e-06,3.9901e-06,17681.3102474346,19490.6370671188,1.0000168519
prob[8320],0.9001989836,0.0039309364,0.892749784,0.9074977145,2.90512e-05,2.05426e-05,18388.2207009101,19903.412356614,1.0000115262
prob[8321],0.2776221448,0.0084279074,0.262132889,0.2936802949,6.88293e-05,4.87017e-05,15005.3107647677,16976.239946697,1.0001209641
prob[8322],0.6808850631,0.0039317109,0.6735204995,0.6882329339,2.53668e-05,1.79375e-05,24048.2020870276,20855.7716037352,0.9999876472
prob[8323],0.3093234903,0.0046792971,0.3005247794,0.3180486493,3.7883e-05,2.67964e-05,15262.8746994624,17302.2474294405,1.0000913251
prob[8324],0.9936487874,0.0006270253,0.992475455,0.9948260882,4.3064e-06,3.0451e-06,21371.9930619973,20565.7578062436,0.9999499066
prob[8325],0.3605440234,0.0036585206,0.353823809,0.3675153122,2.96525e-05,2.0972e-05,15224.456785321,17313.914544718,1.0001016911
prob[8326],0.8704249638,0.0042059702,0.8624099893,0.8782740714,2.90331e-05,2.05302e-05,20984.0449013256,20782.0552343153,0.9999550945
prob[8327],0.897743968,0.0041623401,0.8897518283,0.9054059356,2.7156e-05,1.92024e-05,23534.3862577845,20889.5060492423,0.9999475152
prob[8328],0.523931092,0.0015386466,0.5210027153,0.5267886484,1.10802e-05,7.8355e-06,19289.6148196119,19741.7509569505,1.000057953
prob[8329],0.5769023751,0.0068917398,0.5640259355,0.5899262828,5.07205e-05,3.58741e-05,18461.9099171669,19385.7928465204,1.0000756717
prob[8330],0.9962817875,0.0004094237,0.9955040555,0.9970346909,3.0084e-06,2.1273e-06,18828.7647791467,20262.852696554,0.9999854472
prob[8331],0.3222891064,0.007371135,0.3085049776,0.3361372215,6.01409e-05,4.25459e-05,15026.3244093361,17038.66033439,1.0001310247
prob[8332],0.6316103611,0.0031895611,0.6254979248,0.6374530354,2.06615e-05,1.46101e-05,23854.6271306951,20552.1886916156,1.0000410298
prob[8333],0.5585612079,0.0015951273,0.5555931501,0.5615793775,1.04165e-05,7.3657e-06,23474.8147176449,20607.0676627959,1.0000378846
prob[8334],0.8462391902,0.0056190504,0.8357624497,0.8568031497,3.63903e-05,2.57321e-05,23867.1175397654,20546.403884706,1.0000365631
prob[8335],0.1480662818,0.0054793626,0.1380451705,0.1585883731,4.38717e-05,3.10499e-05,15618.401700065,17248.4692066961,1.0000368205
prob[8336],0.7762730719,0.0048318437,0.766922629,0.7850464427,3.11816e-05,2.2049e-05,24036.8958084834,21277.2639045893,0.9999919788
prob[8337],0.6029055245,0.0029819864,0.597298065,0.6084714838,1.96762e-05,1.39141e-05,22990.955201755,20763.6238805407,1.0000378034
prob[8338],0.9816490818,0.0014115608,0.9789859154,0.9842892757,1.03e-05,7.2833e-06,18993.3485862934,20354.7676244939,0.9999939547
prob[8339],0.9028896226,0.003906055,0.8953459998,0.9099977523,2.8995e-05,2.05029e-05,18233.654557992,19906.9886203174,1.0000207247
prob[8340],0.9107905491,0.0038181439,0.90356225,0.9178735288,2.86187e-05,2.02368e-05,17862.6705116356,19529.9995150216,1.0000273347
prob[8341],0.5425249848,0.0028568336,0.5370066952,0.5477582569,2.06311e-05,1.45895e-05,19166.7543543394,19752.0226843255,1.0000574911
prob[8342],0.9406913819,0.0033634356,0.9340866689,0.9467179386,2.17627e-05,1.53888e-05,23936.4856619229,21188.587999931,0.999973307
prob[8343],0.928390778,0.0039531679,0.9210209667,0.9357913518,2.54985e-05,1.80304e-05,24082.2403950931,21029.5866011197,0.9999787009
prob[8344],0.5957757557,0.0019661703,0.5920358835,0.5994322412,1.27952e-05,9.0476e-06,23635.3284369453,20981.804505255,0.9999486348
prob[8345],0.2499323953,0.0066773727,0.2377573139,0.262771921,5.45619e-05,3.8603e-05,14988.1922473764,17185.5954142219,1.0000860753
prob[8346],0.74541073,0.0050701877,0.7357845921,0.7547572312,3.27891e-05,2.3186e-05,23933.990173162,20618.7469917705,1.0000209072
prob[8347],0.9855922399,0.0011950062,0.9833191167,0.9877938608,8.8598e-06,6.2649e-06,18398.0987422916,19913.8821736293,1.0000111734
prob[8348],0.4540205459,0.0041962287,0.4458349631,0.4616154699,3.35426e-05,2.37226e-05,15645.5253709764,18087.580018294,1.000189286
prob[8349],0.4472799839,0.001178871,0.4450767303,0.4494947863,9.232e-06,6.5285e-06,16307.1775080117,18156.7639186725,1.0000024751
prob[8350],0.8448892239,0.0049408613,0.8356150585,0.8541624604,3.18973e-05,2.25551e-05,24021.0072376868,21253.5815369403,0.9999828034
prob[8351],0.594867851,0.0036120562,0.5881800519,0.6017276773,2.47167e-05,1.74787e-05,21377.1227256147,20270.6727706326,1.0000378254
prob[8352],0.7756386447,0.0043283377,0.7674553348,0.7836868493,3.21907e-05,2.27626e-05,18103.3836309031,19854.9958636669,1.0000185328
prob[8353],0.9816490818,0.0014115608,0.9789859154,0.9842892757,1.03e-05,7.2833e-06,18993.3485862934,20354.7676244939,0.9999939547
prob[8354],0.6184153523,0.0022286852,0.6141415141,0.6225423265,1.58814e-05,1.123e-05,19696.4798832253,20490.3477157329,0.9999632743
prob[8355],0.2499323953,0.0066773727,0.2377573139,0.262771921,5.45619e-05,3.8603e-05,14988.1922473764,17185.5954142219,1.0000860753
prob[8356],0.9936487874,0.0006270253,0.992475455,0.9948260882,4.3064e-06,3.0451e-06,21371.9930619973,20565.7578062436,0.9999499066
prob[8357],0.1224315772,0.0050285956,0.1134465879,0.1322765212,3.99439e-05,2.82744e-05,15873.7273416414,17734.7328823011,1.0000187821
prob[8358],0.7339588616,0.0038862573,0.7266201155,0.7412759416,2.80415e-05,1.98286e-05,19238.3035978969,20503.356102235,0.9999825591
prob[8359],0.4920512985,0.0011278839,0.4899237171,0.4941711111,8.9199e-06,6.3077e-06,15985.5117871296,18027.5736761041,1.0001835561
prob[8360],0.74541073,0.0050701877,0.7357845921,0.7547572312,3.27891e-05,2.3186e-05,23933.990173162,20618.7469917705,1.0000209072
prob[8361],0.9596148967,0.0024414357,0.9549311497,0.9640824987,1.80549e-05,1.2767e-05,18428.8026819963,19882.675494348,1.0000084332
prob[8362],0.5958523792,0.002295793,0.591539402,0.6001274614,1.48337e-05,1.04893e-05,23978.510517421,20685.9291824892,1.000007574
prob[8363],0.6874901069,0.003332868,0.6812390028,0.693821101,2.27036e-05,1.60541e-05,21559.0628967978,20455.5850675644,0.9999504376
prob[8364],0.9850791411,0.0012051981,0.9828198437,0.9873616299,8.5627e-06,6.0549e-06,19914.9817966287,20457.0240412067,0.9999617328
prob[8365],0.9935869408,0.0006444525,0.9923859501,0.9947909296,4.8089e-06,3.4005e-06,18174.84363479,19886.3559762455,1.0000202832
prob[8366],0.7762730719,0.0048318437,0.766922629,0.7850464427,3.11816e-05,2.2049e-05,24036.8958084834,21277.2639045893,0.9999919788
prob[8367],0.5881279725,0.0091413918,0.5709498465,0.6052552593,6.77383e-05,4.7912e-05,18203.6184136279,19326.7622887365,1.0000894679
prob[8368],0.4436667917,0.009784014,0.4251787199,0.462031903,7.70497e-05,5.45058e-05,16119.3975459663,18062.1521569419,1.0001822062
prob[8369],0.3996181266,0.0045491581,0.3910209898,0.4080830113,3.70927e-05,2.62346e-05,15042.8009462572,17023.8508926343,1.0001408896
prob[8370],0.9988152933,0.0001593483,0.9985173981,0.9991097482,1.1862e-06,8.388e-07,18368.0805048537,19896.9845934441,1.0000048108
prob[8371],0.3432495656,0.004480624,0.3350178047,0.3517926273,3.65397e-05,2.58447e-05,15041.4244650012,17183.920958492,1.0000796497
prob[8372],0.1412515841,0.0054935571,0.1312292246,0.1518176169,4.4062e-05,3.11865e-05,15566.7351680126,17233.0051722783,1.000040577
prob[8373],0.4115268492,0.0051762936,0.4015909832,0.4210329295,4.19218e-05,2.96509e-05,15249.7671660722,17425.0918140552,1.000139353
prob[8374],0.1936120979,0.0063323437,0.1822657413,0.206007441,5.14506e-05,3.64082e-05,15162.79935169,17353.4969998181,1.0000974881
prob[8375],0.5382161279,0.0013222449,0.5357782814,0.5407313095,8.9001e-06,6.2936e-06,22098.9182077555,20955.2212921045,1.000038827
prob[8376],0.9349943386,0.0036049328,0.928122552,0.9416358977,2.3284e-05,1.64645e-05,24021.4618150151,21295.4116055963,0.9999826898
prob[8377],0.599367947,0.0021756421,0.5951988969,0.6033528929,1.40359e-05,9.925e-06,24050.1855487291,21193.8636886042,0.9999972219
prob[8378],0.5425249848,0.0028568336,0.5370066952,0.5477582569,2.06311e-05,1.45895e-05,19166.7543543394,19752.0226843255,1.0000574911
prob[8379],0.8448892239,0.0049408613,0.8356150585,0.8541624604,3.18973e-05,2.25551e-05,24021.0072376868,21253.5815369403,0.9999828034
prob[8380],0.9107905491,0.0038181439,0.90356225,0.9178735288,2.86187e-05,2.02368e-05,17862.6705116356,19529.9995150216,1.0000273347
prob[8381],0.6923201651,0.0077887929,0.677680757,0.7069448654,5.42396e-05,3.83603e-05,20626.7916373322,20007.2783658172,1.0000413858
prob[8382],0.9924427256,0.0007471893,0.9910271767,0.993810211,5.6428e-06,3.9901e-06,17681.3102474346,19490.6370671188,1.0000168519
prob[8383],0.8286514694,0.0044366867,0.8202457122,0.8369843923,2.9892e-05,2.11371e-05,22062.0610084664,20663.3154192648,0.9999717957
prob[8384],0.2776221448,0.0084279074,0.262132889,0.2936802949,6.88293e-05,4.87017e-05,15005.3107647677,16976.239946697,1.0001209641
prob[8385],0.6086322209,0.0108490819,0.5882549118,0.6289623795,8.03016e-05,5.6801e-05,18245.4083728668,19248.4115752895,1.0000880047
prob[8386],0.9855922399,0.0011950062,0.9833191167,0.9877938608,8.8598e-06,6.2649e-06,18398.0987422916,19913.8821736293,1.0000111734
prob[8387],0.9796647147,0.0015526669,0.9768212829,0.9826508483,1.03349e-05,7.308e-06,22709.908628529,20913.9594867722,0.9999554619
prob[8388],0.6372563282,0.0026096314,0.6323415376,0.6421280007,1.93802e-05,1.37041e-05,18129.5826822711,19906.9922067924,1.0000198297
prob[8389],0.3799169764,0.0103457509,0.3599425199,0.3988073437,8.27821e-05,5.85689e-05,15623.7451610773,18035.96552578,1.000184886
prob[8390],0.5769023751,0.0068917398,0.5640259355,0.5899262828,5.07205e-05,3.58741e-05,18461.9099171669,19385.7928465204,1.0000756717
prob[8391],0.3093234903,0.0046792971,0.3005247794,0.3180486493,3.7883e-05,2.67964e-05,15262.8746994624,17302.2474294405,1.0000913251
prob[8392],0.4497998253,0.0011341008,0.4476722284,0.4519254986,8.906e-06,6.298e-06,16216.7905168698,18121.1477557145,1.0000041136
prob[8393],0.601852237,0.0051515792,0.5919898478,0.6113609156,3.64112e-05,2.57504e-05,20021.8881966996,19620.0238933642,1.0000631621
prob[8394],0.523931092,0.0015386466,0.5210027153,0.5267886484,1.10802e-05,7.8355e-06,19289.6148196119,19741.7509569505,1.000057953
prob[8395],0.8229446767,0.0058374977,0.8118462717,0.8336895393,3.79053e-05,2.68034e-05,23739.8656230304,20596.3361817563,1.0000505233
prob[8396],0.3222891064,0.007371135,0.3085049776,0.3361372215,6.01409e-05,4.25459e-05,15026.3244093361,17038.66033439,1.0001310247
prob[8397],0.743498011,0.0068731926,0.7306237127,0.7563544132,4.60759e-05,3.25831e-05,22273.4869303491,20817.9795136068,1.0000530546
prob[8398],0.4280118341,0.0082715308,0.4122291898,0.4433524853,6.57047e-05,4.64775e-05,15840.7592594616,18002.018749809,1.0001737792
prob[8399],0.9994477513,8.48977e-05,0.999284001,0.9995978188,6.43e-07,4.547e-07,17671.3988088159,19515.7769492593,1.0000153091
prob[8400],0.4476501311,0.0058386097,0.4364376307,0.4584099646,4.64118e-05,3.2826e-05,15812.7406276992,18087.6541721844,1.0001798834
prob[8401],0.8462391902,0.0056190504,0.8357624497,0.8568031497,3.63903e-05,2.57321e-05,23867.1175397654,20546.403884706,1.0000365631
prob[8402],0.6230072974,0.0023096968,0.6186329813,0.6273387707,1.65363e-05,1.16931e-05,19516.8108204812,20420.7933484921,0.999967681
prob[8403],0.4565586655,0.0030863457,0.4507006963,0.4623016243,2.4851e-05,1.75747e-05,15415.7933612377,17642.2501102582,1.0001845913
prob[8404],0.3375126777,0.0084797518,0.3216975216,0.3535202271,6.8804e-05,4.8677e-05,15195.7534982759,17243.4183483601,1.0001423213
prob[8405],0.9406913819,0.0033634356,0.9340866689,0.9467179386,2.17627e-05,1.53888e-05,23936.4856619229,21188.587999931,0.999973307
prob[8406],0.3605440234,0.0036585206,0.353823809,0.3675153122,2.96525e-05,2.0972e-05,15224.456785321,17313.914544718,1.0001016911
prob[8407],0.7285080219,0.0042217904,0.7205255647,0.7363664887,2.73316e-05,1.93266e-05,23883.3891893232,20989.9050883298,0.9999690062
prob[8408],0.7061620028,0.0035915936,0.6993816346,0.7129449287,2.4336e-05,1.72084e-05,21794.6491731637,20447.737391797,0.9999603201
prob[8409],0.8910089145,0.0040006946,0.8835069364,0.8985852409,2.88675e-05,2.04128e-05,19271.5722923863,20503.4171618816,0.9999799774
prob[8410],0.6808850631,0.0039317109,0.6735204995,0.6882329339,2.53668e-05,1.79375e-05,24048.2020870276,20855.7716037352,0.9999876472
prob[8411],0.9713798846,0.0020329653,0.9674710454,0.9751097,1.33016e-05,9.4058e-06,23439.9003581805,20873.013142547,0.9999494843
prob[8412],0.5261236231,0.0053633681,0.5161586362,0.5363229802,4.05885e-05,2.87059e-05,17455.3987091444,18643.896220819,1.0000946364
prob[8413],0.8633373854,0.0051706407,0.8536051985,0.8729629328,3.33577e-05,2.35877e-05,24055.0441174391,20971.2938337149,0.999984174
prob[8414],0.7334208671,0.0038886503,0.7260884198,0.7407348514,2.81915e-05,1.99347e-05,19055.6949288807,20409.3296848968,0.9999904129
prob[8415],0.6706020233,0.0031674262,0.6648353988,0.676772785,2.09643e-05,1.48242e-05,22836.9017331095,20925.9238611737,0.9999601491
prob[8416],0.6029055245,0.0029819864,0.597298065,0.6084714838,1.96762e-05,1.39141e-05,22990.955201755,20763.6238805407,1.0000378034
prob[8417],0.9001989836,0.0039309364,0.892749784,0.9074977145,2.90512e-05,2.05426e-05,18388.2207009101,19903.412356614,1.0000115262
prob[8418],0.5585612079,0.0015951273,0.5555931501,0.5615793775,1.04165e-05,7.3657e-06,23474.8147176449,20607.0676627959,1.0000378846
prob[8419],0.3516718996,0.004810932,0.3429860293,0.3609972895,3.93486e-05,2.78318e-05,14954.882918182,16901.5870256555,1.0000851839
prob[8420],0.897743968,0.0041623401,0.8897518283,0.9054059356,2.7156e-05,1.92024e-05,23534.3862577845,20889.5060492423,0.9999475152
prob[8421],0.9364560947,0.0031297021,0.9303687537,0.9421708429,2.19046e-05,1.54891e-05,20457.7288233552,20542.7622753426,0.9999639029
prob[8422],0.8704249638,0.0042059702,0.8624099893,0.8782740714,2.90331e-05,2.05302e-05,20984.0449013256,20782.0552343153,0.9999550945
prob[8423],0.928390778,0.0039531679,0.9210209667,0.9357913518,2.54985e-05,1.80304e-05,24082.2403950931,21029.5866011197,0.9999787009
prob[8424],0.7585294078,0.0087280716,0.7424228926,0.7751779966,6.02008e-05,4.25724e-05,21023.5209593657,20066.608835288,1.0000266626
prob[8425],0.5734736916,0.0021428524,0.5694334207,0.577470633,1.41241e-05,9.9877e-06,23040.0671283095,20763.5732556799,1.0000360753
prob[8426],0.594867851,0.0036120562,0.5881800519,0.6017276773,2.47167e-05,1.74787e-05,21377.1227256147,20270.6727706326,1.0000378254
prob[8427],0.4540205459,0.0041962287,0.4458349631,0.4616154699,3.35426e-05,2.37226e-05,15645.5253709764,18087.580018294,1.000189286
prob[8428],0.9028896226,0.003906055,0.8953459998,0.9099977523,2.8995e-05,2.05029e-05,18233.654557992,19906.9886203174,1.0000207247
prob[8429],0.5957757557,0.0019661703,0.5920358835,0.5994322412,1.27952e-05,9.0476e-06,23635.3284369453,20981.804505255,0.9999486348
prob[8430],0.5047320828,0.0010751003,0.5027303077,0.5067740308,8.1523e-06,5.7648e-06,17387.4950005555,18763.2631331116,1.0000951456
prob[8431],0.9984551791,0.0002035126,0.9980642361,0.9988196873,1.5362e-06,1.0863e-06,17767.4253416029,19454.4152103084,1.0000080847
prob[8432],0.383292984,0.0041320775,0.3757411696,0.3912153502,3.38005e-05,2.39059e-05,14946.6751274938,17032.3577460369,1.0000951388
prob[8433],0.2304655609,0.0069582763,0.217811708,0.2438759887,5.68697e-05,4.02395e-05,14984.661408506,17146.8013863923,1.0000818651
prob[8434],0.2108131568,0.0070621661,0.1980883879,0.224539182,5.77093e-05,4.08375e-05,14992.2902673021,17201.1627905247,1.0000855097
prob[8435],0.9017062112,0.0038867534,0.8943436138,0.9089398465,2.85383e-05,2.018e-05,18634.25140189,19998.2697243533,0.9999976348
